,Type,Start,End,Duration,Day of Week,Budget,Currency,Clicks,Impressions,Spent,CTR,CPC,CPI,Target Age,Target Gender,Username,Email,Name,Gender,Age
4261,KTR,2018-04-27,2019-01-19,267,Friday,210595,GBP,48722,499997,79058,0.09744458466750801,1.6226345388120356,0.1581169487016922,25-45,F,zlloyd,johnsonrichard@hotmail.com,Ann Kelley,F,49
4262,GRZ,2018-11-05,2019-08-04,272,Monday,378247,EUR,45946,500002,373418,0.09189163243347026,8.127323379619554,0.7468330126679493,40-60,M,zlloyd,johnsonrichard@hotmail.com,Ann Kelley,F,49
4263,BYU,2018-02-27,2019-02-03,341,Tuesday,84357,EUR,33283,500002,39313,0.06656573373706505,1.1811735720938616,0.07862568549725801,25-35,M,zlloyd,johnsonrichard@hotmail.com,Ann Kelley,F,49
4264,BYU,2017-05-01,2018-09-22,509,Monday,246246,GBP,22889,500000,40768,0.045778,1.7811175673904496,0.081536,35-45,M,zlloyd,johnsonrichard@hotmail.com,Ann Kelley,F,49
4265,BYU,2016-08-12,2017-11-08,453,Friday,579899,GBP,27181,500002,555918,0.05436178255286979,20.4524484014569,1.1118315526737894,40-55,M,zlloyd,johnsonrichard@hotmail.com,Ann Kelley,F,49
4266,BYU,2017-11-04,2019-07-04,607,Saturday,483031,EUR,25730,500005,419311,0.05145948540514595,16.29657986785853,0.8386136138638614,35-55,F,zlloyd,johnsonrichard@hotmail.com,Ann Kelley,F,49
4267,GRZ,2017-09-28,2019-02-14,504,Thursday,691055,GBP,59403,499999,207267,0.11880623761247522,3.489167213777082,0.41453482906965816,35-40,F,victor68,dianeherring@yahoo.com,Mrs. Megan Sanders,F,21
4268,GRZ,2018-01-03,2018-01-10,7,Wednesday,673343,GBP,12967,499997,116313,0.025934155604933628,8.96992365234827,0.23262739576437458,20-35,M,victor68,dianeherring@yahoo.com,Mrs. Megan Sanders,F,21
4269,KTR,2016-10-14,2018-09-22,708,Friday,414611,EUR,67934,499999,110511,0.13586827173654348,1.6267406600524037,0.22102244204488408,30-45,M,victor68,dianeherring@yahoo.com,Mrs. Megan Sanders,F,21
4270,KTR,2017-05-23,2018-03-29,310,Tuesday,598659,USD,93809,500001,226338,0.18761762476475047,2.4127535737509196,0.4526750946498107,40-55,M,victor68,dianeherring@yahoo.com,Mrs. Megan Sanders,F,21
4271,BYU,2018-05-04,2018-10-05,154,Friday,958006,USD,47920,499998,138306,0.09584038336153344,2.8861853088480802,0.2766131064524258,30-45,M,victor68,dianeherring@yahoo.com,Mrs. Megan Sanders,F,21
4272,GRZ,2017-01-20,2017-03-07,46,Friday,236423,EUR,62636,499996,40065,0.12527300218401746,0.6396481256785236,0.08013064104512836,30-40,B,qparker,cookdavid@hotmail.com,Paul Steele,M,38
4273,GRZ,2018-03-27,2020-01-18,662,Tuesday,493138,USD,54311,499997,412759,0.10862265173591042,7.599915302609048,0.8255229531377188,30-45,F,qparker,cookdavid@hotmail.com,Paul Steele,M,38
4274,KTR,2017-07-12,2019-05-26,683,Wednesday,915613,EUR,24769,499998,780692,0.04953819815279261,31.51891477249788,1.5613902455609823,25-45,F,qparker,cookdavid@hotmail.com,Paul Steele,M,38
4275,GRZ,2017-09-12,2019-04-21,586,Tuesday,373359,USD,90932,500001,8162,0.18186363627272745,0.0897593806360797,0.016323967352065295,25-30,F,hernandeztiffany,robinsonamy@hotmail.com,Fred Garcia,M,45
4276,BYU,2017-01-27,2017-05-07,100,Friday,50806,USD,33271,500002,23995,0.06654173383306466,0.7211986414595293,0.047989808040767835,35-50,B,hernandeztiffany,robinsonamy@hotmail.com,Fred Garcia,M,45
4277,GRZ,2018-02-17,2018-08-17,181,Saturday,374663,USD,37351,500001,132897,0.0747018505962988,3.558057347862172,0.26579346841306317,25-45,B,hernandeztiffany,robinsonamy@hotmail.com,Fred Garcia,M,45
4278,GRZ,2017-08-15,2017-08-28,13,Tuesday,887449,GBP,30112,500000,318977,0.060224,10.593019394261423,0.637954,35-60,M,hernandeztiffany,robinsonamy@hotmail.com,Fred Garcia,M,45
4279,AKX,2017-02-22,2017-10-17,237,Wednesday,557027,EUR,19909,499998,173110,0.03981815927263709,8.695062534532122,0.34622138488553955,20-35,B,hernandeztiffany,robinsonamy@hotmail.com,Fred Garcia,M,45
4280,KTR,2017-05-14,2018-02-17,279,Sunday,213546,EUR,22102,499997,58650,0.04420426522559135,2.6536060085060176,0.11730070380422282,25-40,F,twright,jonathan43@mueller-mckenzie.com,James Johnson,M,83
4281,GRZ,2018-07-03,2020-05-03,670,Tuesday,452273,EUR,9357,500001,269573,0.018713962572074857,28.809768088062413,0.5391449217101566,30-40,M,twright,jonathan43@mueller-mckenzie.com,James Johnson,M,83
4282,GRZ,2016-11-30,2018-06-13,560,Wednesday,926486,EUR,48939,500003,313615,0.09787741273552358,6.4082837818508755,0.6272262366425801,35-50,M,twright,jonathan43@mueller-mckenzie.com,James Johnson,M,83
4283,KTR,2017-02-24,2017-04-29,64,Friday,859875,EUR,40709,500000,499752,0.081418,12.27620427915203,0.999504,30-55,M,twright,jonathan43@mueller-mckenzie.com,James Johnson,M,83
4284,BYU,2017-06-17,2018-10-11,481,Saturday,52727,GBP,15352,500003,23560,0.030703815777105337,1.5346534653465347,0.04711971728169631,40-55,B,athompson,samanthastrickland@phillips-lloyd.net,Christopher Bell,M,87
4285,AKX,2017-12-17,2018-11-07,325,Sunday,306498,EUR,5809,500001,212448,0.011617976764046472,36.57221552762954,0.4248951502096996,20-30,F,athompson,samanthastrickland@phillips-lloyd.net,Christopher Bell,M,87
4286,GRZ,2018-05-07,2020-10-05,882,Monday,776851,EUR,47688,500005,238788,0.0953750462495375,5.007297433316557,0.4775712242877571,20-35,M,athompson,samanthastrickland@phillips-lloyd.net,Christopher Bell,M,87
4287,AKX,2017-09-29,2018-05-06,219,Friday,422351,USD,55060,499998,137465,0.11012044048176192,2.496640029059208,0.2749310997243989,25-40,F,athompson,samanthastrickland@phillips-lloyd.net,Christopher Bell,M,87
4288,BYU,2018-05-15,2018-09-10,118,Tuesday,74675,GBP,15596,500003,17622,0.031191812849122907,1.1299051038727879,0.035243788537268776,30-35,M,athompson,samanthastrickland@phillips-lloyd.net,Christopher Bell,M,87
4289,AKX,2017-02-06,2018-02-11,370,Monday,56050,GBP,23969,499999,54528,0.04793809587619175,2.2749384621803164,0.10905621811243622,40-45,F,lambheidi,tmurray@trevino-warner.info,Angie Robertson,F,30
4290,BYU,2018-04-29,2018-05-24,25,Sunday,224086,USD,24499,499996,136560,0.048998391987135896,5.574105065512878,0.2731221849774798,20-25,M,lambheidi,tmurray@trevino-warner.info,Angie Robertson,F,30
4291,GRZ,2016-09-30,2017-05-02,214,Friday,84665,USD,35438,499998,59930,0.07087628350513402,1.6911225238444607,0.11986047944191777,20-35,B,lambheidi,tmurray@trevino-warner.info,Angie Robertson,F,30
4292,KTR,2017-10-23,2019-02-10,475,Monday,373875,EUR,7590,500000,156588,0.01518,20.63083003952569,0.313176,20-40,M,lambheidi,tmurray@trevino-warner.info,Angie Robertson,F,30
4293,GRZ,2018-06-01,2019-01-06,219,Friday,279400,GBP,7608,500000,133394,0.015216,17.533385909568874,0.266788,25-35,M,lambheidi,tmurray@trevino-warner.info,Angie Robertson,F,30
4294,AKX,2016-08-11,2017-04-07,239,Thursday,526666,GBP,51116,500000,259661,0.102232,5.07983801549417,0.519322,40-50,F,lambheidi,tmurray@trevino-warner.info,Angie Robertson,F,30
4295,BYU,2018-02-01,2019-03-15,407,Thursday,73002,USD,40814,499998,15265,0.08162832651330605,0.37401381878767087,0.030530122120488484,45-55,B,lambheidi,tmurray@trevino-warner.info,Angie Robertson,F,30
4296,AKX,2016-09-21,2017-01-19,120,Wednesday,768651,USD,16989,500000,569801,0.033978,33.53940785213962,1.139602,25-45,F,snyderpaul,chase85@hotmail.com,Beverly Hill,F,43
4297,BYU,2016-10-26,2017-07-18,265,Wednesday,523073,EUR,31491,500004,456651,0.06298149614803082,14.501000285795941,0.9132946936424509,20-30,M,snyderpaul,chase85@hotmail.com,Beverly Hill,F,43
4298,AKX,2018-06-23,2018-12-09,169,Saturday,262852,GBP,79427,499996,82704,0.15885527084216675,1.0412580105002078,0.16540932327458618,40-45,B,snyderpaul,chase85@hotmail.com,Beverly Hill,F,43
4299,KTR,2017-08-29,2017-09-23,25,Tuesday,952175,EUR,36441,500001,298005,0.07288185423629152,8.177739359512637,0.596008807982384,40-60,F,snyderpaul,chase85@hotmail.com,Beverly Hill,F,43
4300,AKX,2017-02-13,2017-09-12,211,Monday,928259,EUR,19340,499999,569528,0.03868007736015472,29.448190279214064,1.1390582781165561,30-50,M,manninglori,darryl09@pineda-brown.com,Brandon Russell MD,M,34
4301,GRZ,2018-01-25,2018-01-12,-13,Thursday,397563,GBP,7053,500000,88527,0.014106,12.551680136112292,0.177054,40-60,F,manninglori,darryl09@pineda-brown.com,Brandon Russell MD,M,34
4302,BYU,2018-01-03,2019-06-15,528,Wednesday,352096,USD,24183,500000,245041,0.048366,10.132779225075467,0.490082,30-45,F,manninglori,darryl09@pineda-brown.com,Brandon Russell MD,M,34
4303,GRZ,2017-05-31,2017-11-25,178,Wednesday,682574,GBP,78832,499997,489001,0.15766494598967593,6.203077430485083,0.9780078680472083,35-45,F,manninglori,darryl09@pineda-brown.com,Brandon Russell MD,M,34
4304,GRZ,2017-04-27,2018-09-05,496,Thursday,481429,EUR,6442,500001,290885,0.012883974232051535,45.15445513815585,0.581768836462327,40-60,B,manninglori,darryl09@pineda-brown.com,Brandon Russell MD,M,34
4305,GRZ,2016-10-09,2018-06-23,622,Sunday,577537,GBP,15419,500002,122071,0.030837876648493405,7.916920682275115,0.24414102343590627,25-40,M,manninglori,darryl09@pineda-brown.com,Brandon Russell MD,M,34
4306,BYU,2018-12-05,2019-04-22,138,Wednesday,296375,GBP,58210,499998,168619,0.11642046568186273,2.896735956021302,0.3372393489573958,35-40,M,michele30,thomashughes@miller.com,Tiffany Williams,F,56
4307,GRZ,2017-09-09,2019-07-19,678,Saturday,342326,GBP,76599,499999,209828,0.1531983063966128,2.739304690661758,0.41965683931367864,35-50,B,michele30,thomashughes@miller.com,Tiffany Williams,F,56
4308,BYU,2018-12-06,2018-05-07,-213,Thursday,266340,USD,32591,499998,228450,0.06518226072904292,7.00960387837133,0.4569018276073104,30-35,B,michele30,thomashughes@miller.com,Tiffany Williams,F,56
4309,BYU,2017-01-04,2018-04-28,479,Wednesday,999339,USD,9388,499998,610167,0.01877607510430042,64.99435449510013,1.2203388813555254,25-30,F,michele30,thomashughes@miller.com,Tiffany Williams,F,56
4310,AKX,2016-08-31,2018-04-07,584,Wednesday,706824,EUR,70111,500002,171584,0.14022143911424353,2.447319250902141,0.3431666273334907,25-45,F,michele30,thomashughes@miller.com,Tiffany Williams,F,56
4311,KTR,2017-11-06,2018-08-18,285,Monday,583973,USD,13824,499997,533359,0.027648165888995335,38.58210358796296,1.066724400346402,25-40,F,michele30,thomashughes@miller.com,Tiffany Williams,F,56
4312,GRZ,2017-06-03,2018-12-10,555,Saturday,794925,GBP,67671,500001,526362,0.13534172931654137,7.778250653899011,1.052721894556211,30-50,M,michele30,thomashughes@miller.com,Tiffany Williams,F,56
4313,AKX,2017-03-16,2017-09-28,196,Thursday,964102,GBP,10252,499998,33258,0.020504082016328064,3.244049941474834,0.06651626606506426,40-55,M,lopezjoshua,jennifer72@mccoy.com,Ricky Sullivan,M,39
4314,GRZ,2016-10-17,2017-03-13,147,Monday,356980,USD,18015,499998,222815,0.03603014412057648,12.368304190951985,0.4456317825271301,20-30,F,lopezjoshua,jennifer72@mccoy.com,Ricky Sullivan,M,39
4315,GRZ,2018-11-03,2018-05-18,-169,Saturday,69583,USD,24876,499997,18952,0.04975229851379108,0.7618588197459398,0.037904227425364555,45-50,B,lopezjoshua,jennifer72@mccoy.com,Ricky Sullivan,M,39
4316,BYU,2017-01-12,2018-02-25,409,Thursday,703406,USD,13309,499999,304235,0.026618053236106474,22.859343301525282,0.6084712169424339,40-55,M,vmccoy,ksimmons@wright.com,Christopher Jackson,M,80
4317,AKX,2016-05-11,2017-04-19,343,Wednesday,983499,EUR,34316,499998,610244,0.06863227452909812,17.783074950460428,1.220492881971528,40-50,F,vmccoy,ksimmons@wright.com,Christopher Jackson,M,80
4318,BYU,2016-09-11,2017-05-19,250,Sunday,808011,EUR,35789,499999,527533,0.07157814315628631,14.740087736455335,1.0550681101362203,20-40,B,vmccoy,ksimmons@wright.com,Christopher Jackson,M,80
4319,AKX,2016-12-28,2018-03-04,431,Wednesday,555484,USD,48776,500000,140700,0.097552,2.8846153846153846,0.2814,20-30,M,vmccoy,ksimmons@wright.com,Christopher Jackson,M,80
4320,KTR,2016-05-10,2018-09-04,847,Tuesday,812272,USD,14684,499998,766908,0.02936811747246989,52.22745845818578,1.533822135288541,40-50,B,vmccoy,ksimmons@wright.com,Christopher Jackson,M,80
4321,KTR,2017-04-29,2017-07-13,75,Saturday,314791,USD,12407,499999,210700,0.024814049628099258,16.98234867413557,0.4214008428016856,25-45,F,vmccoy,ksimmons@wright.com,Christopher Jackson,M,80
4322,KTR,2016-10-22,2018-05-10,565,Saturday,263863,USD,43202,499996,139696,0.0864046912375299,3.233554002129531,0.27939423515388123,30-35,B,vmccoy,ksimmons@wright.com,Christopher Jackson,M,80
4323,KTR,2016-11-18,2017-10-15,331,Friday,557586,EUR,12985,500003,275261,0.025969844180934915,21.198382749326147,0.5505186968878186,35-45,F,wtorres,bjones@gmail.com,Christina Villanueva,F,86
4324,GRZ,2017-04-16,2017-04-23,7,Sunday,227077,GBP,46136,499999,31756,0.09227218454436908,0.6883128142881915,0.06351212702425404,25-45,B,wtorres,bjones@gmail.com,Christina Villanueva,F,86
4325,GRZ,2018-03-16,2018-12-20,279,Friday,888439,EUR,53218,499997,831125,0.10643663861983171,15.617366304633771,1.6622599735598413,25-45,M,wtorres,bjones@gmail.com,Christina Villanueva,F,86
4326,GRZ,2017-10-18,2018-10-27,374,Wednesday,810692,EUR,33262,500003,611321,0.06652360085839484,18.378960976489687,1.222634664192015,20-40,M,cynthia48,zharrison@gmail.com,Kathleen Schroeder,F,58
4327,KTR,2017-12-11,2019-10-05,663,Monday,578182,GBP,65945,499998,180053,0.13189052756211025,2.7303510501175223,0.3601074404297617,20-40,F,cynthia48,zharrison@gmail.com,Kathleen Schroeder,F,58
4328,KTR,2016-12-26,2018-01-28,398,Monday,667770,USD,26039,499998,504514,0.05207820831283325,19.37532163293521,1.0090320361281444,30-45,B,cynthia48,zharrison@gmail.com,Kathleen Schroeder,F,58
4329,GRZ,2018-02-01,2018-09-09,220,Thursday,939940,USD,28182,500003,7702,0.05636366181802909,0.27329501099992903,0.01540390757655454,40-50,B,gloverbrandi,brooksdanielle@gmail.com,Pamela Manning,F,62
4330,BYU,2016-11-10,2017-11-18,373,Thursday,65728,EUR,30478,499998,59257,0.0609562438249753,1.9442548723669533,0.11851447405789624,20-35,B,gloverbrandi,brooksdanielle@gmail.com,Pamela Manning,F,62
4331,AKX,2017-12-02,2017-07-20,-135,Saturday,206536,EUR,21148,500001,75987,0.04229591540816918,3.593105731038396,0.15197369605260788,30-40,M,gloverbrandi,brooksdanielle@gmail.com,Pamela Manning,F,62
4332,BYU,2016-08-09,2017-09-26,413,Tuesday,498519,GBP,40218,499997,144879,0.08043648261889572,3.6023422348202296,0.28975973855843135,30-35,M,gloverbrandi,brooksdanielle@gmail.com,Pamela Manning,F,62
4333,KTR,2018-10-02,2020-09-02,701,Tuesday,295718,GBP,34383,499998,172112,0.06876627506510026,5.005729575662391,0.3442253769015076,30-45,M,gloverbrandi,brooksdanielle@gmail.com,Pamela Manning,F,62
4334,GRZ,2017-07-10,2018-05-12,306,Monday,617116,EUR,68980,499999,1444,0.13796027592055185,0.020933603943171935,0.0028880057760115522,20-30,F,gloverbrandi,brooksdanielle@gmail.com,Pamela Manning,F,62
4335,BYU,2018-03-02,2018-05-31,90,Friday,121576,EUR,47696,499999,116816,0.09539219078438158,2.4491781281449176,0.23363246726493453,40-65,M,gloverbrandi,brooksdanielle@gmail.com,Pamela Manning,F,62
4336,BYU,2017-05-19,2017-06-28,40,Friday,578814,USD,35310,499997,339696,0.07062042372254233,9.620390824129142,0.6793960763764583,30-40,F,gloverbrandi,brooksdanielle@gmail.com,Pamela Manning,F,62
4337,AKX,2018-01-17,2018-02-15,29,Wednesday,173597,USD,62882,499999,139491,0.12576425152850307,2.2182977640660284,0.27898255796511595,20-35,M,cindyallen,englishjacob@gmail.com,Stacey Ray,F,53
4338,AKX,2017-06-22,2019-05-13,690,Thursday,797609,GBP,7809,499997,685076,0.015618093708562252,87.72903060571136,1.3701602209613257,40-55,B,cindyallen,englishjacob@gmail.com,Stacey Ray,F,53
4339,AKX,2017-11-04,2019-07-04,607,Saturday,104909,EUR,46426,500003,90106,0.09285144289134266,1.940852108732176,0.18021091873448758,45-65,B,igrant,karen02@yahoo.com,David Zuniga,M,80
4340,GRZ,2017-12-07,2018-05-09,153,Thursday,801606,EUR,56049,500001,533652,0.1120977758044484,9.521168977144999,1.0673018653962691,20-25,M,igrant,karen02@yahoo.com,David Zuniga,M,80
4341,KTR,2017-07-09,2018-09-11,429,Sunday,70363,EUR,70572,500004,70018,0.14114287085703314,0.9921498611347277,0.14003487972096224,40-60,F,igrant,karen02@yahoo.com,David Zuniga,M,80
4342,BYU,2018-03-15,2019-12-09,634,Thursday,81322,GBP,41671,499998,4082,0.08334233336933347,0.0979578123875117,0.008164032656130624,20-30,B,amy75,staceyallen@marsh-sellers.info,Elizabeth Sullivan,F,60
4343,GRZ,2017-09-10,2018-09-13,368,Sunday,861733,EUR,27834,500002,530797,0.05566777732889069,19.07009412948193,1.0615897536409855,30-50,M,amy75,staceyallen@marsh-sellers.info,Elizabeth Sullivan,F,60
4344,KTR,2018-03-08,2019-12-08,640,Thursday,755689,USD,19793,500001,221260,0.039585920828158344,11.1786995402415,0.4425191149617701,30-50,M,amy75,staceyallen@marsh-sellers.info,Elizabeth Sullivan,F,60
4345,GRZ,2018-10-07,2018-10-19,12,Sunday,962720,GBP,36409,499997,491448,0.07281843691062147,13.497981268367711,0.9829018974113845,40-50,F,amy75,staceyallen@marsh-sellers.info,Elizabeth Sullivan,F,60
4346,BYU,2016-02-09,2017-05-30,476,Tuesday,320710,EUR,51713,499998,252432,0.10342641370565482,4.88140312880707,0.5048660194640778,35-45,B,amy75,staceyallen@marsh-sellers.info,Elizabeth Sullivan,F,60
4347,AKX,2017-03-08,2017-10-12,218,Wednesday,247366,GBP,43877,499999,50212,0.08775417550835102,1.1443808829227158,0.1004242008484017,35-40,B,medinamichael,chadgreen@huang.com,Zachary Lee,M,69
4348,AKX,2018-02-17,2020-08-01,896,Saturday,448495,EUR,8530,500000,305209,0.01706,35.78065650644783,0.610418,30-40,M,medinamichael,chadgreen@huang.com,Zachary Lee,M,69
4349,BYU,2018-03-15,2018-12-23,283,Thursday,801356,GBP,57177,499997,85457,0.11435468612811676,1.4946044738268884,0.17091502549015294,40-45,B,medinamichael,chadgreen@huang.com,Zachary Lee,M,69
4350,GRZ,2018-03-19,2019-11-12,603,Monday,8250,GBP,38077,499999,1965,0.07615415230830462,0.05160595635160333,0.00393000786001572,25-40,B,medinamichael,chadgreen@huang.com,Zachary Lee,M,69
4351,KTR,2016-12-08,2017-06-18,192,Thursday,779002,GBP,67211,499997,444859,0.13442280653683922,6.618842153814108,0.88972333834003,30-35,B,medinamichael,chadgreen@huang.com,Zachary Lee,M,69
4352,BYU,2016-12-13,2018-06-04,538,Tuesday,186202,EUR,57989,499999,68495,0.11597823195646391,1.1811722912966252,0.13699027398054797,30-40,F,xmontgomery,crystaljenkins@stevens.com,Mary Wilson,F,45
4353,KTR,2017-11-05,2017-06-29,-129,Sunday,916580,GBP,26866,499999,880044,0.05373210746421493,32.756792972530334,1.7600915201830403,25-30,M,xmontgomery,crystaljenkins@stevens.com,Mary Wilson,F,45
4354,AKX,2016-09-30,2017-08-27,331,Friday,213542,USD,42203,500003,194991,0.0844054935670386,4.620311352273535,0.3899796601220393,20-30,F,xmontgomery,crystaljenkins@stevens.com,Mary Wilson,F,45
4355,AKX,2018-02-18,2019-04-17,423,Sunday,464775,GBP,34799,500000,170694,0.069598,4.905140952326216,0.341388,40-55,B,xmontgomery,crystaljenkins@stevens.com,Mary Wilson,F,45
4356,GRZ,2016-08-31,2017-11-08,434,Wednesday,328539,USD,58727,499999,104430,0.11745423490846982,1.7782280722665895,0.20886041772083544,20-30,M,xmontgomery,crystaljenkins@stevens.com,Mary Wilson,F,45
4357,BYU,2017-03-31,2018-09-12,530,Friday,736854,EUR,66744,499999,20134,0.13348826697653396,0.301660074313796,0.04026808053616107,30-35,F,xmontgomery,crystaljenkins@stevens.com,Mary Wilson,F,45
4358,GRZ,2017-09-06,2019-07-03,665,Wednesday,321790,EUR,19835,499999,224387,0.03967007934015868,11.312679606755735,0.4487748975497951,20-25,M,xmontgomery,crystaljenkins@stevens.com,Mary Wilson,F,45
4359,AKX,2017-07-14,2018-11-12,486,Friday,100426,USD,51160,499999,28504,0.10232020464040928,0.5571540265832682,0.05700811401622803,30-35,B,lance49,shendricks@barrera.org,Margaret White,F,79
4360,KTR,2016-10-28,2016-11-28,31,Friday,94779,GBP,41461,499999,39906,0.0829221658443317,0.9624948747015267,0.07981215962431924,45-60,F,lance49,shendricks@barrera.org,Margaret White,F,79
4361,AKX,2018-06-27,2019-01-18,205,Wednesday,616197,GBP,17051,499999,541094,0.03410206820413641,31.73385725177409,1.0821901643803287,25-30,F,lance49,shendricks@barrera.org,Margaret White,F,79
4362,AKX,2017-02-15,2017-04-09,53,Wednesday,286739,GBP,55647,500000,114195,0.111294,2.0521321904145777,0.22839,40-60,F,lance49,shendricks@barrera.org,Margaret White,F,79
4363,BYU,2017-11-26,2019-04-21,511,Sunday,469296,GBP,31728,499998,37746,0.0634562538250153,1.1896747352496218,0.07549230196920788,40-50,B,lance49,shendricks@barrera.org,Margaret White,F,79
4364,KTR,2017-03-05,2017-03-07,2,Sunday,742418,USD,43352,499999,88731,0.08670417340834681,2.0467567816940395,0.17746235492470985,35-55,F,lance49,shendricks@barrera.org,Margaret White,F,79
4365,BYU,2018-04-30,2019-05-20,385,Monday,142100,EUR,42385,499998,53484,0.08477033908135632,1.261861507608824,0.1069684278737115,30-50,M,daniellee,cpowell@reynolds.com,Michael Williams,M,84
4366,GRZ,2017-11-04,2018-04-29,176,Saturday,222137,GBP,80573,499998,194470,0.16114664458657835,2.413587678254502,0.3889415557662231,20-30,M,daniellee,cpowell@reynolds.com,Michael Williams,M,84
4367,BYU,2018-06-19,2020-04-22,673,Tuesday,267648,USD,14877,500002,59837,0.029753880984476063,4.022114673657323,0.11967352130591477,20-25,M,daniellee,cpowell@reynolds.com,Michael Williams,M,84
4368,GRZ,2016-11-08,2018-06-26,595,Tuesday,767520,GBP,60238,499997,147374,0.12047672286033716,2.4465287692154454,0.294749768498611,40-60,M,daniellee,cpowell@reynolds.com,Michael Williams,M,84
4369,AKX,2018-02-21,2019-03-13,385,Wednesday,15691,USD,16902,500002,8591,0.03380386478454086,0.5082830434268134,0.017181931272274912,45-55,B,daniellee,cpowell@reynolds.com,Michael Williams,M,84
4370,BYU,2017-07-31,2018-09-26,422,Monday,448740,GBP,32393,500002,163872,0.06478574085703658,5.05887074367919,0.32774268902924386,20-40,F,daniellee,cpowell@reynolds.com,Michael Williams,M,84
4371,AKX,2017-08-06,2018-05-29,296,Sunday,591036,GBP,80990,500002,587163,0.16197935208259168,7.249820965551303,1.1743213027147892,20-40,F,daniellee,cpowell@reynolds.com,Michael Williams,M,84
4372,KTR,2017-07-05,2018-10-02,454,Wednesday,190949,USD,27673,500002,64890,0.055345778616885534,2.3448849058649226,0.12977948088207647,20-30,F,daniellee,cpowell@reynolds.com,Michael Williams,M,84
4373,KTR,2016-08-11,2018-07-27,715,Thursday,904552,GBP,24405,500000,794870,0.04881,32.5699651710715,1.58974,45-60,F,davisamy,hollyschmidt@boyd.org,Erika Daniel,F,62
4374,KTR,2017-02-03,2017-07-30,177,Friday,976164,GBP,3018,500000,354866,0.006036,117.58316766070246,0.709732,30-50,F,davisamy,hollyschmidt@boyd.org,Erika Daniel,F,62
4375,AKX,2017-06-27,2019-01-21,573,Tuesday,662898,USD,32122,500001,280287,0.06424387151225698,8.725702011082747,0.5605728788542423,30-40,B,avilarobin,scottjames@hotmail.com,Robert Terry,M,64
4376,GRZ,2018-01-17,2019-07-23,552,Wednesday,762965,GBP,18365,499999,119458,0.03673007346014692,6.5046555948815685,0.23891647783295566,20-30,B,avilarobin,scottjames@hotmail.com,Robert Terry,M,64
4377,KTR,2018-04-17,2018-04-23,6,Tuesday,316385,GBP,79052,500005,90235,0.15810241897581023,1.1414638465819966,0.1804681953180468,25-30,M,enavarro,xibarra@andersen.com,Daniel Roberts,M,34
4378,BYU,2018-02-07,2020-01-27,719,Wednesday,564820,GBP,46231,499998,520012,0.09246236984947939,11.2481235534598,1.0400281601126404,25-35,B,enavarro,xibarra@andersen.com,Daniel Roberts,M,34
4379,GRZ,2017-07-21,2018-04-21,274,Friday,210328,USD,62700,499999,46166,0.1254002508005016,0.7362998405103668,0.09233218466436934,30-50,F,enavarro,xibarra@andersen.com,Daniel Roberts,M,34
4380,KTR,2016-09-11,2018-04-20,586,Sunday,296956,USD,21353,499997,140836,0.042706256237537425,6.595607174635883,0.28167369004214027,40-45,B,enavarro,xibarra@andersen.com,Daniel Roberts,M,34
4381,GRZ,2017-01-23,2017-12-30,341,Monday,45210,USD,26807,499996,12154,0.05361442891543133,0.4533890401760734,0.024308194465555724,30-45,F,enavarro,xibarra@andersen.com,Daniel Roberts,M,34
4382,GRZ,2017-11-10,2019-09-20,679,Friday,695568,EUR,53504,499998,4008,0.10700842803371213,0.07491028708133972,0.008016032064128256,35-45,M,enavarro,xibarra@andersen.com,Daniel Roberts,M,34
4383,BYU,2017-10-22,2018-01-25,95,Sunday,717250,GBP,37729,499997,510485,0.0754584527507165,13.530308250947547,1.0209761258567551,20-40,B,enavarro,xibarra@andersen.com,Daniel Roberts,M,34
4384,AKX,2017-05-27,2018-12-09,561,Saturday,207587,EUR,27684,499998,113230,0.05536822147288589,4.090088137552377,0.22646090584362338,40-60,F,enavarro,xibarra@andersen.com,Daniel Roberts,M,34
4385,KTR,2018-04-06,2019-02-01,301,Friday,383059,EUR,37517,500000,163963,0.075034,4.370365434336434,0.327926,20-30,F,matthewjuarez,maria13@wells.com,Marissa Watson,F,70
4386,AKX,2016-12-23,2018-06-18,542,Friday,978092,GBP,30018,499999,141361,0.06003612007224014,4.709207808648144,0.2827225654451309,30-50,F,matthewjuarez,maria13@wells.com,Marissa Watson,F,70
4387,BYU,2017-04-01,2018-08-14,500,Saturday,958873,USD,16172,499998,509943,0.032344129376517504,31.532463517190205,1.0198900795603183,20-40,B,matthewjuarez,maria13@wells.com,Marissa Watson,F,70
4388,BYU,2017-11-01,2018-12-31,425,Wednesday,255484,GBP,80395,499997,217353,0.16079096474578847,2.703563654456123,0.43470860825164953,40-60,F,matthewjuarez,maria13@wells.com,Marissa Watson,F,70
4389,KTR,2016-11-17,2017-09-02,289,Thursday,352374,USD,65731,500000,24275,0.131462,0.36930824116474725,0.04855,35-40,F,todd44,jimenezrichard@west.com,Linda Castillo PhD,F,29
4390,BYU,2017-02-27,2018-01-09,316,Monday,372148,EUR,60316,499999,15980,0.12063224126448253,0.2649379932356257,0.03196006392012784,30-40,F,todd44,jimenezrichard@west.com,Linda Castillo PhD,F,29
